datetime,symbol,open,high,low,close,volume
2016-06-13 09:30:00,NYSE:FTV,35.955095,35.955095,35.955095,35.955095,119.0
2016-06-14 09:30:00,NYSE:FTV,37.627425,39.257947,37.627425,39.257947,239.0
2016-06-15 09:30:00,NYSE:FTV,39.299755,39.299755,39.299671,39.299755,1674.0
2016-06-17 09:30:00,NYSE:FTV,40.972085,41.80825,40.972085,41.80825,597.0
2016-06-22 09:30:00,NYSE:FTV,41.80825,41.80825,40.13592,40.13592,299103.0
2016-06-23 09:30:00,NYSE:FTV,40.637619,40.637619,40.554002,40.554002,283190.0
2016-06-24 09:30:00,NYSE:FTV,39.759646,39.759646,38.46359,38.46359,1737.0
2016-06-27 09:30:00,NYSE:FTV,38.906757,40.144198,38.46359,38.605738,10866.0
2016-06-28 09:30:00,NYSE:FTV,40.13592,41.390168,38.572291,40.13592,803287.0
2016-06-29 09:30:00,NYSE:FTV,40.303153,41.80825,40.219537,40.478748,6576.0
2016-06-30 09:30:00,NYSE:FTV,40.754682,41.80825,40.219537,41.189488,34798.0
2016-07-01 09:30:00,NYSE:FTV,41.699549,41.80825,40.328238,41.423614,390949.0
2016-07-05 09:30:00,NYSE:FTV,41.306551,45.437206,40.466205,40.637619,7451516.0
2016-07-06 09:30:00,NYSE:FTV,39.358287,40.637619,38.706078,39.926879,8020513.0
2016-07-07 09:30:00,NYSE:FTV,39.818177,40.13592,39.588232,39.918517,6561897.0
2016-07-08 09:30:00,NYSE:FTV,40.102473,42.318311,39.742922,41.975483,5074952.0
2016-07-11 09:30:00,NYSE:FTV,41.14768,42.836733,40.955362,42.744755,7226251.0
2016-07-12 09:30:00,NYSE:FTV,42.644415,42.694585,42.025653,42.284864,6640947.0
2016-07-13 09:30:00,NYSE:FTV,42.284864,42.728032,41.666102,42.326672,5817885.0
2016-07-14 09:30:00,NYSE:FTV,42.084184,43.263177,41.766442,43.121029,4163759.0
2016-07-15 09:30:00,NYSE:FTV,43.296624,43.405325,42.318311,42.836733,4412770.0
2016-07-18 09:30:00,NYSE:FTV,42.452097,43.129391,42.234694,42.886903,1862711.0
2016-07-19 09:30:00,NYSE:FTV,42.677862,43.112667,42.176163,43.104306,2337637.0
2016-07-20 09:30:00,NYSE:FTV,43.346794,43.413687,41.816612,42.092546,4008403.0
2016-07-21 09:30:00,NYSE:FTV,42.142716,42.326672,41.799888,42.00893,3632195.0
2016-07-22 09:30:00,NYSE:FTV,41.80825,42.050738,41.214573,41.306551,2930787.0
2016-07-25 09:30:00,NYSE:FTV,41.156041,41.348359,40.018857,40.955362,3641420.0
2016-07-26 09:30:00,NYSE:FTV,40.604172,41.323274,40.370046,41.206211,1879304.0
2016-07-27 09:30:00,NYSE:FTV,41.038978,41.390168,40.733778,40.905192,1947696.0
2016-07-28 09:30:00,NYSE:FTV,40.754682,41.04734,40.424397,40.679427,3495789.0
2016-07-29 09:30:00,NYSE:FTV,40.520556,40.804852,40.144282,40.311515,5362665.0
2016-08-01 09:30:00,NYSE:FTV,40.227898,40.562364,39.793092,39.968687,3565072.0
2016-08-02 09:30:00,NYSE:FTV,39.717838,40.152643,39.450265,39.717838,3907483.0
2016-08-03 09:30:00,NYSE:FTV,39.717838,41.373444,39.592413,41.206211,5632786.0
2016-08-04 09:30:00,NYSE:FTV,41.465422,41.900228,41.373444,41.833335,3643777.0
2016-08-05 09:30:00,NYSE:FTV,42.025653,42.627692,42.025653,42.293226,3188216.0
2016-08-08 09:30:00,NYSE:FTV,42.335034,42.535714,41.75808,41.850058,2531154.0
2016-08-09 09:30:00,NYSE:FTV,40.74632,42.251417,40.487527,42.192886,1289112.0
2016-08-10 09:30:00,NYSE:FTV,42.201248,42.477182,41.891867,42.184524,1414088.0
2016-08-11 09:30:00,NYSE:FTV,42.41865,44.074257,42.393566,43.940471,2383119.0
2016-08-12 09:30:00,NYSE:FTV,43.48058,44.208044,43.313347,44.074257,1540129.0
2016-08-15 09:30:00,NYSE:FTV,44.274937,44.960592,44.199682,44.868614,1743599.0
2016-08-16 09:30:00,NYSE:FTV,44.801721,45.111102,44.54251,44.776636,1198667.0
2016-08-17 09:30:00,NYSE:FTV,44.876976,44.927145,44.601041,44.659573,1234550.0
2016-08-18 09:30:00,NYSE:FTV,44.500701,44.751551,44.258213,44.450531,1046051.0
2016-08-19 09:30:00,NYSE:FTV,44.274937,44.274937,43.238092,43.413687,1430570.0
2016-08-22 09:30:00,NYSE:FTV,43.413687,43.514027,42.711308,42.861818,1293616.0
2016-08-23 09:30:00,NYSE:FTV,42.945434,43.564197,42.761478,43.396964,3006312.0
2016-08-24 09:30:00,NYSE:FTV,42.861818,43.296624,42.313377,42.953796,828536.0
2016-08-25 09:30:00,NYSE:FTV,42.794925,43.388602,42.627692,43.162837,1656212.0
